 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Município e Faixa Etária 1
Período:2020
"Município";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"160070 Tartarugalzinho";2233;2005;1695;1744;3195;2292;1776;1395;886;390;158;17769
"160080 Vitória do Jari";1754;1735;1588;1563;3198;2410;1765;1149;630;312;150;16254
"170025 Abreulândia";242;225;204;224;393;372;356;256;209;86;27;2594
"170030 Aguiarnópolis";722;676;662;688;1236;1185;816;402;278;153;74;6892
"170035 Aliança do Tocantins";346;356;352;386;901;718;776;626;458;281;146;5346
"170040 Almas";635;643;596;542;1189;928;823;696;492;297;138;6979
"170070 Alvorada";544;563;611;731;1381;1317;1193;947;606;345;158;8396
"170100 Ananás";823;840;810;734;1593;1380;1258;886;572;397;199;9492
"170105 Angico";272;277;263;258;587;509;448;374;242;144;80;3454
"170110 Aparecida do Rio Negro";438;444;397;340;750;739;662;470;321;197;90;4848
"170130 Aragominas";462;451;405;380;850;765;814;719;534;265;86;5731
"170190 Araguacema";577;540;490;588;1263;1016;919;839;538;261;124;7155
"170200 Araguaçu";484;512;512;553;1254;1214;1367;1119;774;450;228;8467
"170210 Araguaína";13440;13980;16370;16888;33427;32822;23883;15548;9596;5004;2423;183381
"170215 Araguanã";539;522;487;447;1070;781;715;587;362;192;91;5793
"170220 Araguatins";3399;3325;3162;3135;6439;5529;4429;3074;2000;1142;536;36170
"170230 Arapoema";506;510;487;500;1226;919;907;689;488;266;118;6616
"170240 Arraias";836;831;746;715;1936;1598;1366;1053;787;431;235;10534
"170255 Augustinópolis";1684;1655;1639;1576;3344;3194;2191;1435;1020;616;289;18643
"170270 Aurora do Tocantins";261;270;263;279;569;581;567;420;281;198;94;3783
"170290 Axixá do Tocantins";872;858;813;854;1718;1526;1196;882;547;338;183;9787
"170300 Babaçulândia";716;736;747;783;1730;1664;1593;1286;813;398;200;10666
"170305 Bandeirantes do Tocantins";293;276;267;360;629;510;516;355;206;131;49;3592
"170307 Barra do Ouro";472;422;364;391;890;654;573;387;264;148;67;4632
"170310 Barrolândia";375;388;400;445;907;895;812;652;419;242;116;5651
"170320 Bernardo Sayão";339;334;330;336;785;616;632;552;279;183;62;4448
"170330 Bom Jesus do Tocantins";492;468;443;452;1031;828;534;363;244;100;53;5008
"170360 Brasilândia do Tocantins";172;164;159;194;355;301;327;257;145;86;51;2211
"170370 Brejinho de Nazaré";431;427;413;438;937;834;696;566;395;241;141;5519
"170380 Buriti do Tocantins";933;938;917;916;2151;2229;1342;921;622;367;161;11497
"170382 Cachoeirinha";219;221;196;159;407;322;286;206;151;75;42;2284
"170384 Campos Lindos";1234;1090;928;1011;2069;1549;1071;679;413;189;79;10312
"170386 Cariri do Tocantins";295;293;321;342;777;735;673;476;285;165;79;4441
"170388 Carmolândia";216;225;219;204;460;354;321;288;189;94;33;2603
"170389 Carrasco Bonito";440;408;391;396;709;594;417;356;231;128;60;4130
"170390 Caseara";463;444;387;437;874;773;771;633;401;192;67;5442
"170410 Centenário";233;226;207;258;528;424;354;321;202;124;59;2936
"170510 Chapada da Natividade";272;273;240;237;588;438;379;428;236;174;66;3331
"170460 Chapada de Areia";98;104;100;80;201;187;212;187;135;79;27;1410
"170550 Colinas do Tocantins";2660;2777;2997;3054;6263;5868;4878;3508;2145;1143;558;35851
"171670 Colméia";552;551;542;556;1364;1192;1203;987;657;368;169;8141
"170555 Combinado";369;378;364;356;777;836;691;539;310;169;72;4861
"170560 Conceição do Tocantins";364;366;323;289;730;519;468;448;279;201;100;4087
"170600 Couto Magalhães";499;497;473;430;903;836;755;610;393;177;66;5639
"170610 Cristalândia";451;469;462;532;1084;1015;1087;982;644;335;217;7278
"170625 Crixás do Tocantins";123;110;97;151;264;216;306;206;151;82;29;1735
"170650 Darcinópolis";573;554;511;455;1074;940;796;534;408;219;110;6174
"170700 Dianópolis";1911;1897;1862;1901;4357;3595;2803;1947;1180;648;323;22424
"170710 Divinópolis do Tocantins";507;503;479;499;1117;995;966;818;601;310;148;6943
"170720 Dois Irmãos do Tocantins";485;480;429;464;1033;1049;1145;955;655;334;156;7185
"170730 Dueré";350;334;336;337;728;639;649;556;407;231;119;4686
"170740 Esperantina";1196;1055;932;999;2095;1795;1262;821;596;272;116;11139
"170755 Fátima";272;266;250;303;599;569;548;410;320;194;99;3830
"170765 Figueirópolis";302;324;317;327;778;733;807;768;472;275;140;5243
"170770 Filadélfia";775;747;705;703;1569;1284;1140;813;579;369;190;8874
"170820 Formoso do Araguaia";1306;1344;1347;1435;3016;2631;2590;2175;1417;767;371;18399
"170825 Fortaleza do Tabocão";211;218;210;175;510;376;369;258;158;72;45;2602
"170830 Goianorte";381;386;350;378;845;762;761;609;357;213;88;5130
"170900 Goiatins";1386;1280;1151;1149;2229;1789;1394;1204;785;478;250;13095
"170930 Guaraí";1770;1808;1955;2127;4614;4283;3867;2740;1687;893;421;26165
"170950 Gurupi";5628;5893;6867;7479;15365;15244;12275;9039;5606;2851;1298;87545
"170980 Ipueiras";189;174;140;158;342;329;237;205;131;106;41;2052
"171050 Itacajá";687;686;649;621;1233;1031;953;688;466;274;164;7452
"171070 Itaguatins";536;512;461;436;933;870;726;589;424;229;116;5832
"171090 Itapiratins";299;277;253;291;675;519;536;358;323;168;96;3795
"171110 Itaporã do Tocantins";182;182;184;177;421;346;351;280;159;97;41;2420
"171150 Jaú do Tocantins";305;291;264;259;517;510;586;508;371;185;82;3878
"171180 Juarina";165;177;174;168;363;321;295;247;146;92;36;2184
"171190 Lagoa da Confusão";1317;1252;1270;1265;2399;2209;1790;1119;617;304;134;13676
"171195 Lagoa do Tocantins";545;501;402;341;795;529;459;337;264;147;73;4393
"171200 Lajeado";279;267;276;290;509;405;437;289;249;119;47;3167
"171215 Lavandeira";172;173;170;144;272;260;286;224;143;78;32;1954
"171240 Lizarda";352;342;289;268;658;484;407;399;319;141;74;3733
"171245 Luzinópolis";307;283;253;246;473;471;421;309;206;123;62;3154
"171250 Marianópolis do Tocantins";446;438;417;420;897;766;713;582;362;159;54;5254
"171270 Mateiros";316;288;256;240;588;364;315;184;92;60;26;2729
"171280 Maurilândia do Tocantins";321;320;287;252;561;496;444;355;215;130;67;3448
"171320 Miracema do Tocantins";1378;1388;1427;1585;3222;2564;2210;1786;1302;685;389;17936
"171330 Miranorte";925;942;977;1066;2172;2007;1912;1413;1088;653;338;13493
"171360 Monte do Carmo";712;705;629;504;1343;972;1127;869;678;360;167;8066
"171370 Monte Santo do Tocantins";157;154;141;169;347;332;369;286;188;111;41;2295
"171395 Muricilândia";329;323;322;317;583;477;464;347;233;125;67;3587
"171420 Natividade";733;744;705;607;1606;1413;1175;958;673;419;217;9250
"171430 Nazaré";305;302;287;277;543;585;546;391;298;195;105;3834
"171488 Nova Olinda";1061;1035;1035;993;1960;1863;1528;1115;723;414;190;11917
"171500 Nova Rosalândia";303;307;298;291;656;582;623;517;368;228;131;4304
"171510 Novo Acordo";358;372;350;345;737;621;494;480;344;209;87;4397
"171515 Novo Alegre";160;163;166;152;368;367;362;273;173;105;43;2332
"171525 Novo Jardim";280;252;225;254;477;380;352;248;146;94;37;2745
"171550 Oliveira de Fátima";98;91;83;87;191;150;149;102;89;53;25;1118
"172100 Palmas";22750;23224;28748;31296;58312;55086;40161;24498;13863;6189;2169;306296
"171570 Palmeirante";590;568;477;463;1105;863;837;599;375;184;70;6131
"171380 Palmeiras do Tocantins";598;582;550;519;1225;1145;816;580;368;236;126;6745
"171575 Palmeirópolis";501;531;551;587;1205;1212;1117;931;580;318;143;7676
"171610 Paraíso do Tocantins";3532;3751;4232;4376;8952;8892;7153;5340;3186;1706;771;51891
"171620 Paranã";952;905;806;765;1826;1575;1283;1028;698;400;199;10437
"171630 Pau D'Arco";373;385;377;348;859;738;645;531;358;178;75;4867
"171650 Pedro Afonso";1079;1070;1090;1109;2618;2492;1967;1105;679;362;202;13773
"171660 Peixe";915;885;814;808;2051;1740;1814;1328;871;461;186;11873
"171665 Pequizeiro";405;398;378;453;923;752;811;674;387;228;103;5512
"171700 Pindorama do Tocantins";373;388;376;339;643;633;583;509;330;186;70;4430
"171720 Piraquê";211;203;184;217;446;421;461;402;271;174;43;3033
"171750 Pium";609;598;593;584;1268;1082;1032;893;595;324;165;7743
"171780 Ponte Alta do Bom Jesus";372;385;340;278;744;630;601;518;380;227;116;4591
"171790 Ponte Alta do Tocantins";737;711;655;619;1378;1225;1010;860;503;283;135;8116
"171800 Porto Alegre do Tocantins";280;266;228;218;625;439;387;302;232;137;56;3170
"171820 Porto Nacional";4030;4123;4397;4505;9242;8770;7122;5063;3308;1809;947;53316
"171830 Praia Norte";904;848;750;793;1556;1245;947;609;456;276;114;8498
"171840 Presidente Kennedy";260;266;272;321;605;512;511;396;272;175;86;3676
"171845 Pugmil";248;235;244;246;475;371;367;282;147;70;32;2717
"171850 Recursolândia";473;425;375;411;766;593;479;384;233;141;62;4342
"171855 Riachinho";431;394;348;322;751;682;605;497;360;197;97;4684
"171865 Rio da Conceição";195;181;161;230;443;352;264;147;91;71;36;2171
"171870 Rio dos Bois";233;219;204;214;458;404;432;342;215;88;47;2856
"171875 Rio Sono";523;515;462;465;1107;924;791;724;512;316;149;6488
"171880 Sampaio";495;459;401;448;981;706;529;371;213;118;73;4794
"171884 Sandolândia";266;257;253;247;511;446;524;414;264;143;48;3373
"171886 Santa Fé do Araguaia";676;664;641;668;1480;1178;894;674;424;214;82;7595
"171888 Santa Maria do Tocantins";316;301;277;253;559;467;453;382;270;143;65;3486
"171889 Santa Rita do Tocantins";214;196;169;201;377;314;370;271;164;88;22;2386
"171890 Santa Rosa do Tocantins";457;433;347;340;797;675;642;523;344;195;93;4846
"171900 Santa Tereza do Tocantins";278;292;275;191;505;406;328;305;191;73;53;2897
"172000 Santa Terezinha do Tocantins";201;193;193;214;439;393;328;269;150;95;55;2530
"172010 São Bento do Tocantins";576;530;466;442;1003;851;661;394;249;152;67;5391
"172015 São Félix do Tocantins";167;170;144;124;286;230;170;138;98;42;29;1598
"172020 São Miguel do Tocantins";1184;1102;1040;1160;2198;1888;1428;1003;680;415;196;12294
"172025 São Salvador do Tocantins";262;263;244;243;606;477;375;299;186;96;43;3094
"172030 São Sebastião do Tocantins";457;444;435;438;829;724;605;412;308;135;65;4852
"172049 São Valério";305;303;247;230;650;521;506;477;342;222;101;3904
"172065 Silvanópolis";442;438;389;325;889;741;692;566;455;328;163;5428
"172080 Sítio Novo do Tocantins";749;736;714;732;1479;1479;1090;834;641;350;193;8997
"172085 Sucupira";163;147;133;184;341;273;310;168;145;94;28;1986
"172090 Taguatinga";1234;1225;1208;1375;2879;2599;2266;1767;1213;720;339;16825
"172093 Taipas do Tocantins";204;194;162;164;386;322;275;185;153;77;44;2166
"172097 Talismã";192;187;175;220;496;427;414;357;198;102;44;2812
"172110 Tocantínia";895;836;795;743;1383;1005;726;587;347;192;108;7617
"172120 Tocantinópolis";1897;1925;1978;1842;3862;3638;2738;2162;1491;804;508;22845
"172125 Tupirama";170;158;148;146;346;310;271;188;109;53;23;1922
"172130 Tupiratins";217;218;168;168;508;347;400;344;207;103;49;2729
"172208 Wanderlândia";905;893;877;993;1951;1856;1694;1110;772;464;219;11734
"172210 Xambioá";877;906;889;838;2091;1889;1514;1204;694;377;241;11520
"210005 Açailândia";9127;9197;10548;11345;21208;18308;13873;9432;5760;3030;1293;113121
"210010 Afonso Cunha";713;689;760;710;1180;893;664;470;290;142;67;6578
"210015 Água Doce do Maranhão";1121;1089;1125;1147;2245;2087;1514;1016;625;453;230;12652
"210020 Alcântara";1877;1843;1960;1858;3597;3654;2759;2104;1337;740;383;22112
"210030 Aldeias Altas";2905;2791;3022;2685;4649;3959;2609;1901;1208;710;318;26757
"210040 Altamira do Maranhão";644;617;651;773;1505;1233;1030;850;483;268;135;8189
"210043 Alto Alegre do Maranhão";2410;2470;2869;2753;4798;4392;3107;2070;1361;681;352;27263
"210047 Alto Alegre do Pindaré";3177;3047;3082;3072;5810;4584;3376;2306;1768;1191;530;31943
"210050 Alto Parnaíba";1009;998;1007;999;2059;1652;1191;983;756;372;186;11212
"210055 Amapá do Maranhão";731;666;694;787;1293;995;705;502;321;231;80;7005
"210060 Amarante do Maranhão";4650;4364;4495;4311;7077;5633;4314;2907;2080;1296;602;41729
"210070 Anajatuba";2106;2113;2296;2232;4776;4486;3469;2343;1629;967;571;26988
"210080 Anapurus";1494;1429;1537;1673;3025;2452;1713;1195;754;408;214;15894
"210083 Apicum-Açu";1478;1420;1466;1688;3684;2887;1892;1376;868;428;226;17413
"210087 Araguanã";1627;1524;1478;1425;2911;2530;1820;1049;660;360;167;15551
"210090 Araioses";4218;4119;4192;4144;8408;7424;5518;3748;2562;1583;855;46771
"210095 Arame";3482;3278;3370;3525;6147;4815;3292;2213;1411;845;386;32764
"210100 Arari";2290;2363;2672;2683;5307;4942;3676;2599;1869;961;570;29932
"210110 Axixá";1019;1015;1087;1138;2118;1986;1504;945;691;423;257;12183
"210120 Bacabal";8219;8358;9594;9780;17834;16841;13117;9326;6461;3698;2031;105259
"210125 Bacabeira";1540;1513;1646;1688;3290;3031;1828;1248;831;424;213;17252
"210130 Bacuri";1523;1512;1529;1622;3698;3006;2018;1537;1097;670;442;18654
"210135 Bacurituba";487;449;453;497;960;900;679;499;355;233;158;5670
"210140 Balsas";8303;8088;9192;10095;19501;16176;10890;6843;4002;1907;932;95929
"210150 Barão de Grajaú";1210;1260;1486;1695;3341;3366;2348;1832;1246;741;399;18924
"210160 Barra do Corda";7575;7659;8164;7751;16071;13120;10308;7808;5200;3321;1646;88623
"210170 Barreirinhas";6931;6507;6609;6518;11751;9489;6318;4158;2733;1448;755;63217
"210177 Bela Vista do Maranhão";1041;1002;1077;1122;2007;1716;1267;875;623;353;196;11279
"210173 Belágua";1022;905;850;807;1477;954;599;440;276;126;72;7528
"210180 Benedito Leite";375;398;436;403;995;827;698;690;413;244;159;5638
"210190 Bequimão";1604;1628;1743;1624;3347;3522;2739;2070;1495;1001;526;21299
"210193 Bernardo do Mearim";490;486;492;455;1038;928;833;565;358;287;141;6073
"210197 Boa Vista do Gurupi";1030;944;924;1021;1859;1222;950;690;440;241;93;9414
"210200 Bom Jardim";4149;4016;4158;3978;7418;6016;4556;3288;2216;1384;643;41822
"210203 Bom Jesus das Selvas";3608;3418;3795;3839;6670;5794;3414;2046;1180;617;186;34567
"210207 Bom Lugar";1515;1454;1503;1508;2945;2793;2033;1202;818;455;212;16438
"210210 Brejo";3601;3515;3803;3598;6058;5584;3834;2708;2080;1208;662;36651
"210215 Brejo de Areia";902;895;888;965;1744;1291;982;692;392;187;76;9014
"210220 Buriti";3109;2961;3015;2867;5162;3975;2790;2021;1572;857;469;28798
"210230 Buriti Bravo";2114;2120;2212;2089;4166;3251;2701;2191;1591;1013;491;23939
"210232 Buriticupu";7732;7415;7964;8144;13852;10505;7035;4626;3166;1865;679;72983
"210235 Buritirana";1446;1410;1410;1372;2739;2187;1820;1254;978;573;278;15467
"210237 Cachoeira Grande";1016;974;964;1001;1863;1247;934;688;450;234;107;9478
"210240 Cajapió";1059;1037;1096;973;1903;1868;1233;885;572;379;211;11216
"210250 Cajari";1929;1759;1780;1982;3752;3023;2081;1357;1027;500;261;19451
"210255 Campestre do Maranhão";1232;1206;1316;1472;2704;2299;1739;1135;708;447;195;14453
"210260 Cândido Mendes";1915;1839;1966;1934;3751;3241;2185;1651;944;581;271;20278
"210270 Cantanhede";1933;1872;1914;2197;4242;3458;2637;1882;1086;556;340;22117
"210275 Capinzal do Norte";892;908;990;894;1879;1607;1241;998;776;486;264;10935
"210280 Carolina";1881;1923;2032;2043;4322;3630;2928;2320;1649;1005;575;24308
"210290 Carutapera";2337;2250;2333;2308;4707;3828;2586;1682;1038;565;318;23952
